,DisplayText,Duration,Offset
0,Marsviken okej?,2.56,0.5
1,Ludvika.,0.79,7.58
2,Hmm.,1.21,11.04
3,Stort.,1.08,14.66
4,"Okej, min släkt är kul.",1.85,18.54
5,Säger.,0.47,25.08
6,"Hej, jag inte har.",2.34,28.18
7,Vad heter du och var kommer du ifrån? Jag heter george och jag kommer från england.,6.15,32.26
8,"Vad gör du? Jag vart kommer det ifrån? Ja, jag kommer från sverige.",5.36,39.51
9,Trevligt att träffas.,1.26,48.71
10,"Vi ska stena så vidare. Med andra ord måste beskriva hur man ska försöka gissa på vad visas på surfplattan med en liten bil. Vi har en minut på sig att beskriva medan vi försöker att visa. Det finns en regel, man kan inte säga själva ordet eller varianter av.",20.35,51.67
11,Vi ska spela cirka 20 minuter efter spelet får väl hela min lön. Redan nu kör vi.,6.72,77.24
12,Ja.,0.83,88.14
13,Okej ja.,1.68,90.58
14,Jag är redo.,1.04,111.76
15,Iss.,0.78,130.66
16,"Ja, det är trist. Ja.",1.38,138.62
17,Hmm.,0.59,143.19
18,Tror du ja? Hmm?,4.2,163.48
19,"Ja, jag har nån suzy här som ska sova extra ingår med över år med sin så hmm när man dödar det finns en hmm hmm.",22.9,170.31
20,En js som ja hmm.,3.99,193.32
21,"Som man kan ibland se och höra hmm, till exempel i husen.",7.28,200.44
22,Ja.,1.08,208.5
23,Ja.,0.35,211.33
24,Det är nåt.,0.63,215.56
25,Det här är som ett poäng man får när man har klarat ett prov. Hmm.,7.69,218.97
26,Ja precis.,0.93,226.71
27,Hmm.,1.49,233.75
28,Känner inte ordet.,1.28,235.47
29,Den.,0.42,238.3
30,"Ja när man vill skicka ett brev, till exempel man köpa en vart för att skicka på posten? Hmm märken ja exakt.",14.5,240.04
31,Det här är elektricitet som kommer ner från himlen när det åskar.,5.2,256.17
32,"De är stark energi, det är en hmm, en rum.",5.85,264.64
33,"Nej en urladdning som kommer ner från himlen starkt ljus? Nej, det är starkt ljus och det kommer som en stråle från molnet till marken med oss. När det åskar så kommer det. Hmm ja.",20.44,271.84
34,"Ja, det är en person som jobbar i en bar i.",4.43,295.11
35,Ja hmm.,3.1,300.29
36,Det är namnet av jobbet för personer som jobbar på en bar i.,7.14,304.42
37,,2.18,315.32
38,Hmm bagare ja exakt.,2.52,317.95
39,Det här är något man kan kolla i för att se reflektionen av sig själv. Ja.,5.49,324.58
40,"Så det är som en tavla som sitter på väggen, men det är reflekterar sig själv. Hmm, ja.",9.08,332.26
41,Hmm.,1.49,344.57
42,Så.,1.05,346.89
