,DisplayText,Duration,Offset
0,Björn.,0.41,1.18
1,Hus.,0.85,15.03
2,"Sedan duscha typ av min stark närvaro, tänkte ju.",6.95,22.38
3,"Ja, hej, jag heter inte öron park. Hej, vad heter du och var kommer du ifrån? Ja, jag hittade ser att du kommer från på den.",11.06,33.43
4,"Vad heter du och var kommer du ifrån? Jag heter fredrik ögonfrans sverige, trevligt att träffas.",8.01,45.64
5,Vi ska spela sweet med andra ord. Vi måste beskriva i ord. Jag försöker gissa pep varje år visas på surfplattan med en liten bil. Vi har en dålig på att skriva medan jag chansa. Det finns egentligen inte säga själva ordet eller varianter av ordet.,20.5,55.44
6,Vi ska spela cirka 20 minuter efter spelet får väl hela min lön. Redan nu kör vi.,6.74,81.0
7,Ja.,0.7,92.75
8,Hmm.,1.1,96.14
9,En insekt med.,1.78,98.84
10,6 med 8 B hmm.,2.82,102.64
11,Många är den förrän.,1.27,106.49
12,Hmm.,1.51,117.03
13,Får hmm.,1.88,121.17
14,Inspektionen ben den bygger nät ja.,3.9,125.7
15,,2.36,142.9
16,Vinter hmm.,2.48,145.96
17,Frekvenser.,0.92,151.48
18,Vad är det för ord? Ja.,1.64,155.23
19,"Jag tror ja, okej, det vi kan säga hej. Ja.",4.9,161.67
20,"Hur, vi spelar inte mot varandra.",1.61,168.04
21,Ja.,0.38,172.78
22,Vänster ja.,1.26,176.77
23,"Ja nu är jag tänkte, ja, okej, man?",5.42,181.53
24,"Ja, ja okej, jag tror man ska säga så.",4.65,188.8
25,Man målar med ett verktyg för att måla med många vilja mer än några tavlor.,5.4,194.98
26,Ensam ja.,2.05,201.61
27,,2.08,209.0
28,Hmm ja.,1.87,212.75
29,"Det finns bara i hmm boken tiderna är hmm. Ja, många barn är boken ja.",12.27,216.65
30,Ja.,0.6,230.25
31,Skriv en brev du behöver ja också.,5.53,233.59
32,N svensson.,2.45,240.9
33,Man sätter ut på brev och villkor ja.,3.66,246.66
34,Hmm från hmm adress nej ja.,7.18,253.41
35,Hmm. En en fågel en stor frågor. Ja hmm det stora hunden? Ja det var kalle kan bilda huvudet. Hmm fåglar. Det är en typ av fågel.,17.78,265.56
36,Jag kan vrida huvudet och den ses ofta som om cookies och uggla.,7.14,285.7
37,Hmm.,1.49,299.39
38,"Ja, så är färs förseningen tändning, så fick en.",10.17,300.93
39,"Första förstapris? Ja inte, säger inte broms.",6.33,314.13
40,Den och hmm.,2.38,323.3
41,"Man kan hänga runt halsen. Hmm tiden, nej, det är väldigt så äter han. Hmm.",10.37,331.15
42,Ja.,0.41,343.71
43,Ja.,0.6,347.79
44,Där har det på sig ja intryck.,4.04,350.78
45,Usch man kan använda för att sitta ha.,3.96,362.35
46,Skicka något mer. Hmm ja ja inte hittar någon grej som.,9.97,369.34
47,Ja järn ja ja.,3.45,381.49
48,En person som jobbar på det som gör bröst.,6.19,389.4
