,DisplayText,Duration,Offset
0,Läs fax.,3.09,2.43
1,Step.,0.64,10.52
2,,2.04,20.53
3,Vid s.,1.91,25.36
4,Hmm.,1.51,33.0
5,Jag har inte orkat.,1.32,35.46
6,"Du och vad kommer ut från olja? Och vi kommer från tyskland och vad gör du ett eget, kom du från jag igen och jag kommer ifrån sverige.",11.77,38.9
7,Trevligt att träffas.,1.32,51.73
8,Ska spela spelet med andra ord. Ni måste beskriva god och jag ska försöka gissa till vad visas på surfplattan med en liten. Vi har en minut på hela skrivbordet med en vecka att resa. Det finns ingen som kan inte säga själva ordet eller varianter av ordet.,20.47,54.92
9,Tillåtna. Vi ska spela cirka 20 minuter efter spelet. Får välja england redan nu kör vi.,8.28,78.71
10,"Hmm, nånting man målar med?",2.62,94.16
11,Hmm. När du vill mona en väl vägen?,5.18,99.87
12,Miu miu verktyg att sätta färg på en vägg. Ja.,7.04,108.39
13,Det finns ändå hänt.,3.34,117.35
14,Ja.,0.49,121.97
15,F 3 handtag och.,2.24,128.91
16,Bosch.,0.82,132.47
17,Hmm.,1.58,134.64
18,,2.08,148.97
19,"Någon får när man vaknar med, hmm?",6.16,151.78
20,Eller med hmm hmm om henne.,3.71,160.62
21,Hmm betydelse hamn hmm.,3.29,165.86
22,Speciellt betyg.,1.12,172.77
23,Om man är jätteduktig. Han gjorde och fick gifta en jättebra.,3.78,177.7
24,Ja.,0.59,188.46
25,Ännu högre.,0.52,191.07
26,Ja plus ja.,2.25,197.12
27,"Något man sätter på ett, hmm, ett brev för att skicka det.",4.14,204.08
28,Jaha.,0.59,210.32
29,Hmm du.,1.7,212.73
30,Hmm.,1.96,215.86
31,Hmm.,0.82,218.29
32,"Hmm frimärken. Ja, vad duktig du är.",4.79,220.89
33,"Hmm, det är en ja, okej?",3.22,227.78
34,Hmm.,1.5,233.71
35,En fågel som hmm oftast finns på natten. Ja.,5.66,235.64
36,Ja.,0.53,242.12
37,Hmm hmm och från jaha lite en tid av kött. Hmm skicka.,9.42,246.93
38,Hmm? Det är ett arbete.,2.04,264.66
39,Jaha hmm en man eller en kvinna samma hmm hantverkare som bak vä barnen.,10.12,268.26
40,Hmm.,1.86,284.63
41,Hmm tid.,1.9,290.32
42,När man vinner en stor tävling så får man det här som ett minne guldmedalj.,6.39,296.05
