,DisplayText,Duration,Offset
0,"Sverige? Ja, ja, allt möjligt.",3.1,0.56
1,"Hmm, maj tänker inte heller tons. Jag vill att ivo en runda hjul den claesson x så mycket mer. Ja, vad ska jag säga till så du kan fortsätta dagen så.",15.06,7.87
2,"Datumet för dom, det är ju det har inte varit uppe på första man ser jättehärligt just dessa guys gjort, men vilken position vid centrum? Ja så där kontrolluppgift men vi får till svar att den har en.",20.94,25.3
3,Så har jag byggt troligtvis ligger så det var. Vad är nog jobbigt när jenny omsorg?,8.19,49.23
4,Jag har inte hört några varv.,2.57,59.74
5,"Beyond hell gästat vs. Okej, jag gör sätt för hackor butik.",8.56,63.15
6,Foto.,0.69,75.57
7,Det här spelet är så här glad tjej stockholm hmm. Nog rätt okej? Hmm.,6.97,82.38
8,Hur går det till att folk behåller du vår? Hmm från the gjorde det gamla vad felix och vi finns i norden så har vi skriver ändå i solna centrum så svårt ja dessa till jul. Ja ja du kan tro du kan även sänds ju att färglägga celler word någon du kan inte skapa en kajorna och profil.,26.62,89.4
9,"Jesus is king fick ja okej, det är kul, hmm.",4.03,117.75
10,Hmm.,1.83,125.12
11,"Hej, jag heter inte ord.",2.34,129.5
12,Hej kort vart kommer du ifrån är ulla och jag kommer från nacka utanför stockholm.,7.19,133.02
13,Vad du äter här och jag tror jag kommer från stockholm.,4.02,141.0
14,Trevligt att träffas.,1.26,146.4
15,"Detsamma. Vi ska spelas vidare med andra ord, men du måste beskriva dom ska få känna på gissning där visas på surfplattan med en liten bil. Vi har en minut på hela beskrivningen medan vi försöker att visa det finns en egen. Ni kan inte säga själva ordet eller varianter av alla andra partier för att beskriva ordet.",24.89,148.51
16,Ska spela cirka 20 minuter efter spelet. Får väl reda på lön redan nu kör vi.,6.42,175.24
17,Ja.,0.57,184.0
18,Kammare för maskin.,2.15,190.72
19,"Lite går. Du har varit sjuk och behöver något sedan. Hmm, lägenheten.",5.37,198.95
20,"Om du vill skicka med den där middagen, hmm?",3.22,207.87
21,Hmm läkare läkemedels affärer hmm jaha.,5.56,213.7
22,Effekter har varit läkare som går dit. Hmm?,5.71,221.55
23,Rätt.,0.59,227.96
24,Hmm.,0.71,232.56
25,Ett djur som är på hmm. Man förknippar med natten. Hmm fågel som ser väldigt bra på natten. Ja.,12.13,235.71
26,Hmm fåglar.,1.61,251.7
27,Som ser bra namn. Jag la han sig rätt.,4.46,254.45
28,Om.,0.5,265.08
29,"Natten när vi sover, alltså kan vi ibland ha såna här hmm och det känns som om man är vaken. Hmm.",9.71,266.98
30,Ja drömmar ja.,2.02,278.31
31,Hmm. När det åskar brukade uppkomma sådana här.,4.44,284.11
32,Hmm oscar.,1.53,289.51
33,Och när det åskar så kommer det ofta eftersom detta fenomen hmm.,7.22,293.98
34,Ja hej det lyser hmm.,5.27,302.16
35,Ja.,0.84,307.48
36,Hmm. Den personen som jobbar med att hmm.,5.5,310.61
37,Fixar bröd.,1.26,316.27
38,En person som som arbetar med att hmm.,4.61,322.13
39,Baka det här. Hmm. Bröd och andra dagen. Vad sa du?,7.71,326.79
40,Bagare ja okej.,2.71,337.49
41,Fåglar var väldigt många såna här i runt sin kropp. Ja.,5.0,343.17
42,De är också väldigt lätta.,1.77,355.61
43,Om det varit svårt en fågel är klädd i sådan skrud. Hmm.,7.84,364.68
44,Nej.,0.86,373.31
45,"De är lätta och det är väldigt många och så, ja.",3.88,374.96
46,"Hmm, gärden? Ja.",2.56,382.81
47,"Om man vunnit en tävling så kan man få se hur man höjer halsen och så visar ja, det är väl så här års.",9.66,388.25
48,"Det är en särskild sorts och handgjorda hmm guld ja exakt, men man hänger runt halsen. Hmm, det är särskilt sak hmm medalj ja som du sätter ihop dom 2 orden och får då ja.",17.88,398.74
49,Eller så håller den.,1.38,419.12
50,Hmm guldmedalj ja.,2.22,421.85
51,Den här använder man när man målar det är att stryka färg med.,5.39,427.14
52,Hmm ja järn.,4.02,433.63
53,"När du har tagit en kurs i skolan så får du ofta ett sånt här och det visar att så här, ja.",7.96,438.96
54,Ja din sorts varit.,2.48,448.79
55,Mitt omdöme.,1.36,452.96
56,"Ja, det är ett slags omdöme.",2.25,457.09
57,"Det är ofta graverat hmm recension nej, inte riktigt. Det är graderat i en skala. Det kan förvisso röra sig how också men hmm ja.",13.72,460.94
58,Om det ska bli ett brev till någon så sätter du ett sånt här på framsidan blev ja.,7.14,477.96
59,"De kostar några kronor och då kan du skicka nationellt och internationellt. Vi har det på film, men ja.",7.93,486.96
60,"Ja, det här är en maträtt och den kommer väl från grisen och vi brukar också äta dem på julafton framför allt.",7.11,498.22
61,Hmm.,1.52,506.59
62,"Nej, det är det kört.",2.38,509.02
63,Hmm chia ja.,2.88,512.82
64,Bredvid kungen står ofta.,2.72,520.08
65,"Den här, hmm, det är en kvinnlig regent. Hmm en england hansson hmm hmm hmm ja.",12.3,523.59
66,Och det här är ett rum i ett hus där man brukar duscha eller gå på toaletten.,4.18,538.8
67,Jaha.,0.57,545.1
68,Hmm ja man duschar i detta händerna och borsta tänderna eller eller? Eller uträtta sina behov. Hmm ja.,10.72,548.91
69,Om.,0.79,564.72
70,Ja igår på hmm en hmm strand.,4.9,568.48
71,Skogen så kan man säga hmm så kan man se här avtryck efter det var hmm.,11.88,574.4
72,"Jag har, eller om man går i snön så ses de kanske ännu tydligare dom här om drycken.",5.94,586.88
73,Tänk dig att du går i snön.,1.71,597.79
74,From förlåt. Vad sa du?,2.02,600.53
75,Fotspår ja.,2.07,604.44
76,"Ja, det är jag. Jag ja, om man i en orkester så finns det vissa rytm instrument kan man väl säga? Det brukar kallas hmm, den här gruppen det brukar väl omnämnas som som det här, den här typen av instrument.",17.44,612.77
77,Hmm slå er ja.,2.51,631.75
78,Hmm.,1.49,637.4
79,Om du har en blomma eller något som du har hemma hmm så sätter du dem ofta i en sån här vinter val så du kan lyssna det var jorden. Hmm hmm den här morgonen.,12.45,638.94
80,"Hmm, när du har? Hmm, du har då har då hmm.",8.22,652.64
81,"Ja, men det står ju någonting hmm till fax ja.",5.48,661.47
82,Hmm ja vi har ju haft det roligt tidigare nästan om man sover och har obehaglig upplevelse. Då kan man säga att man har en sådan.,9.43,670.14
83,Hmm.,1.59,680.38
84,Ja men en speciell sorts dröm som är obehaglig.,3.2,682.24
85,Hmm morgon ja.,2.1,688.14
86,"Hmm hmm ja, det är svårt. Det här är en sorts ädelsten som är hmm orange och det är väl en sten kan man säga.",13.57,693.72
87,Ja.,0.8,707.97
88,Den orange skimrande.,2.18,710.28
89,Dom finns i. Jag tror att de finns i sverige till exempel.,3.38,713.76
90,"Hmm stenar ja, men det är en speciell sorts sten som har en speciell sorts färg. Den är rosa eller orange snarare hmm.",12.27,722.04
91,Nej.,0.91,734.6
92,Hmm.,1.25,736.53
93,"Jag tror att vikingarna hade sådana också, bland annat smycken.",3.32,739.06
94,Hmm bärnsten.,1.59,743.65
95,Ja.,0.89,745.29
96,Det var rätt. Hmm hmm jaha det är en släkting manliga släkting som är min pappas. Hmm bror.,11.68,749.2
97,Hmm.,1.58,765.01
98,Ja.,0.56,767.0
99,Det här är idrottsgrenen och det gäller att hoppa över en ribba jaha.,7.09,770.8
100,Det gäller att hoppa så högt som möjligt. Hmm hej ja.,5.43,780.15
101,Den här. Det här är också en sten på sten här på en kyrkogård och den visar att någon har dött.,8.25,789.39
102,Ja.,0.8,798.38
103,Och det kan man gå för att sörja hmm. Den personen som som har dött? Hmm gravsten ja.,10.22,800.36
104,Det här är ett jul. Hmm. En slags hjortdjur som också faktiskt är ett stjärntecken. Ja.,8.43,814.43
105,Hmm hmm syn på dig ja.,5.64,826.04
106,På helgen annan sorts hej är en tjej som djur som du har hmm som är en bor hemma hos dig som man kan ha dom varken hund eller katt eller gardiner alla dom här en sorts man får kalla dom är gemensam.,17.0,836.8
107,Ja.,0.78,854.6
108,"Den slags sällskapsdjur, förlåt och så ja.",4.5,858.82
109,"Ett sällsynt. Ja, det är rätt så hur ja jaha.",4.1,864.55
110,Det här är en rättighet som alla myndiga medborgare har alla fall i sverige och det gör man vart fjärde år så går man gör det här man utnyttjar sin ja.,11.08,872.17
111,Jag vill att vi ska få en ny regering.,2.47,885.03
112,Hmm kanske ja.,2.32,888.34
113,"Det är också släkting, hmm, men om du får barn och sedan för dom barn också? Hmm då, vad är så barnbarn? Hmm?",16.46,893.55
114,"Ja, det det är en stol med hjul på som oftast folk som har någon form av handikapp eller eller sjukdom eller skada ibland sitter i och rulla fram i dessutom. Eller dom kan rulla själva också. Hmm ja då.",18.28,912.68
115,"Ja här så fick boendeform där. Det är inte vill att din lägenhet, men det här som hmm mitt emellan. Det är inte första hus som är flera personer bor i är en miljö, går in och så sitter alla de här husen ihop kan man säga ja.",19.66,933.01
