,DisplayText,Duration,Offset
0,"Okej om du har ju redan gjort telemark, finns det okej?",5.25,0.34
1,Hej.,0.18,8.9
2,Jaså? Jag skulle hmm.,5.46,14.11
3,"Gästande, okej?",1.62,25.28
4,Mitt.,1.04,30.32
5,Om du dina nog jobbigt hösten så ivf ju i kommande objekt långstrump ja to avoid hmm jätte sås så tänker vi om våra bilar som åker man låter tack jag vill ha det bra efter varje ord.,18.56,44.34
6,"Toyotas hmm jag sitter med oss så att vi då jo jag ibland ja, det är kul jag ser ner på sidan.",10.17,64.22
7,"Försvann du, du studerar så att det ja hmm hmm hej, jag heter inte orkar.",9.62,78.6
8,Vad heter du och var kommer du ifrån?,3.12,90.0
9,Jag kommer från kina.,1.62,95.67
10,Vad heter du och var kommer du ifrån? Det är helena. Jag kommer från stockholm.,6.35,98.48
11,Trevligt att träffas.,1.32,105.78
12,"Vi ska spelas felet med andra ord, vi måste beskriva oroa sig för att visa när varje tillsammans på super att. Han är en liten bil. Vi har en minut på hela beskriva landet medan vi försöker att visa.",14.71,108.76
13,Jag kan inte säga själva ordet här varianter av ordet alla andra kalorier för att beskriva ordet är tillåtna.,7.6,126.0
14,Vi ska spela cirka 20 minuter efter spelet. Får välja miljön redo nu kör vi.,6.74,134.36
15,Det här är en insekt.,1.7,147.7
16,Ja som har långa ben.,2.02,150.4
17,Många människor är rädda för insekten.,2.8,154.85
18,80 har 8 pin ja.,3.68,161.31
19,"Den bor i ett nät? Hmm, inte?",3.78,166.84
20,"Det här, hon är gift med en kung.",2.44,175.71
21,Jaha.,0.72,179.07
22,Hmm.,1.49,187.37
23,Bakar eller hon bakar?,2.7,197.23
24,Bröd bullar kakor.,2.9,202.38
25,Hmm bara den.,1.63,206.2
26,Kommer från himlen.,1.51,213.0
27,Det är oväder.,1.26,215.53
28,Mycket energi.,1.24,218.34
29,Ljus.,1.46,221.6
30,"Top är regn nej, store guden hmm.",6.7,224.34
31,Ja.,0.38,233.7
32,"Hmm, du kan se dig själv.",3.19,239.39
33,"Ja, du kan se dig själv i det här. Ja.",3.7,248.94
34,Du ser en bild av ditt eget ansikte. Ja.,3.88,257.68
35,"Du ser också allt annat som är bakom dig själv. Hmm, skärm.",6.14,268.13
36,Unga flickor tycker om att stå framför en sån här och tittar på sig själva. Hmm.,7.79,285.51
37,En kaka.,1.07,299.59
38,Som har namnet av de man gör på natten. Ja.,4.06,303.17
39,Kakan smälter i munnen.,2.28,311.25
40,Hmm citronkaka.,1.99,318.61
41,Bikarbonat har man i parken ja socker mjöl.,6.04,322.28
42,Samma manson det som står i tid hmm med en varm bra jaha.,7.6,332.54
43,Ja det är nog min q jaha på hmm.,9.31,345.19
44,Skicka.,1.08,355.23
45,Ett brev ja ja.,1.61,358.17
46,"Fortsätter det på ett brev? Ja, ja, när du skickar ett brev eller ett vykort.",6.45,361.82
47,"Ja, det är litet.",2.17,369.24
48,Hmm frimärken.,1.62,372.85
49,Det här äter vi på julen i sverige.,3.52,376.77
50,Från pris.,1.46,381.96
51,Och man ätit där hmm på hjul i sverige. Hmm oss.,6.94,387.09
52,"Det kommer av gris, det är griskött.",3.08,394.94
53,Ja.,0.81,398.8
54,Man kan också äta det på smörgås.,2.47,402.42
55,Hmm skiva.,1.71,407.43
56,Det bästa betyget?,1.38,412.82
57,Som finns.,0.95,417.11
58,Bokstavs betyg ja ja.,4.08,425.34
59,Bättre ja bättre än A ja plus hmm omdömen.,6.55,430.79
60,Här köper du medicin?,1.91,444.38
61,Jaha.,0.48,448.87
62,Hmm ja te.,1.47,454.67
63,När du vinner ett lopp får du det här runt halsen av en speciell valör.,7.99,464.56
64,Hmm medan.,1.2,473.86
65,Mello winner at ja.,3.97,477.31
66,Hmm guld.,1.5,484.71
67,Hmm tål folk hmm kunna ja.,5.68,488.24
68,"Vad tror barn tror på det här att det finns så när dom finns inte? Ja, då kommer på natten. Hmm.",10.81,497.61
69,Hmm morgon.,1.56,511.66
70,Språken.,0.82,515.35
71,Mcdonalds.,0.83,520.21
72,"Hmm, nej, du har nog. Hinner inte med att äta samma mat.",5.86,525.05
73,"Barn vaknar av det här på natten. Jaha, dom hem dom är hemska eller det är hemskt. Hmm morgon ja.",12.03,536.77
74,"Ja trummor, kungens maraccas.",4.74,554.41
75,Ja.,0.5,560.58
76,Hmm.,1.55,564.7
77,Museerna slå ut som man står på.,3.75,567.26
78,Efter fötter i snö.,1.93,575.6
79,Ja det går i snö så blir det märken efter skorna. Ja.,7.26,582.97
80,Hmm hmm 17 ja.,5.54,593.77
81,Detta fina kläder in jaha.,3.81,605.36
82,Hmm.,1.5,612.71
83,De stora sovrum.,1.84,614.9
84,Längst upp på en kyrka. Jaha.,3.66,621.83
85,Spiran är högst upp.,2.03,627.82
86,Ja.,0.62,631.08
87,Hmm symtom.,1.75,634.78
88,Ja.,0.77,638.68
89,Katt hund hamster ha kanin.,5.25,642.54
90,"Hmm kaniner, ja, det är ju när man har hemma jaha.",8.83,649.76
91,I huset? Hmm.,3.92,660.51
92,Hmm husdjur.,1.62,665.06
93,"En blomma, som står i fönstret.",2.73,671.09
94,Som man behöver vattna. Hmm.,6.02,676.1
95,Jaha.,0.6,683.95
96,"Ord, hmm trädgården, hmm? Tillfället.",6.64,686.71
97,Min pappas bror jaha.,3.59,697.95
98,Eller är en gubbe.,1.27,704.94
99,Kan betyda gubbe och det kan betyda min pappas bror min fars bror hmm nya syster.,9.44,717.96
100,Hmm muster hmm får nog.,4.1,731.82
