,DisplayText,Duration,Offset
0,Finns det?,1.32,1.4
1,Gästats.,0.88,14.65
2,Hmm ja ja oj då stack in.,6.7,20.52
3,Riktigt nice.,2.34,32.58
4,"Sovit i sin säng timma och det var imagesize om du ständigt finner ja, för att visa min typ av förbi konsten på hotell så är det något program eller ja, går du där finns regler.",17.58,40.25
5,"Tack, hej för självgod kr jag gav 6 gul.",4.91,60.23
6,Hmm.,1.5,71.32
7,Jag inte orkar.,1.26,73.77
8,Vad heter du och var kommer vi ifrån?,3.19,76.78
9,"Peter, jag kommer från sverige.",2.79,81.59
10,"Hon och jag är i sochi, jag kommer få en.",5.39,88.15
11,Trevligt att träffas.,1.36,94.78
12,"Vi ska spela spel med andra ord, men det måste beskriva olika ska försöka gissa till varje pris på cirka att han lyckan. Vi har en minut på varje skrivbordet medan vi försöker att visa. Det finns en regel. Ni kan inte säga själva ordet eller varianter av ordet.",20.76,97.75
13,Tillåtna. Vi ska spela cirka 20 minuter efter spelet. Får välja hela modern redo. Nu kör vi.,8.32,121.79
14,"Hmm, det är värda. Hmm. En person kan vinna.",7.82,138.37
15,Ålands till rätt tillägg under hmm?,4.82,147.84
16,"Där man vinner en tävling, kan man få det här? Ja.",4.32,154.88
17,Hmm medan.,1.5,162.15
18,Hmm.,1.58,165.06
19,Hmm gumman.,1.51,167.83
20,"Hmm, som ungdom.",1.84,170.39
21,"Det är en plats där man går in på morgonen och hmm, just dåligt.",8.06,174.41
22,Hmm tusch.,1.58,185.0
23,Hmm ja.,2.59,186.63
24,Om.,0.25,193.0
25,"Hmm, det är för att hmm.",4.09,197.86
26,Ja.,0.69,202.0
27,Hmm.,1.38,204.1
28,"Den var skickar för att skicka ett brev. Så sätter man det här på brevet, ja.",7.16,211.18
29,Hmm son.,1.54,221.91
30,"Hmm, on nej, det är det som man betalar på det här sättet. Hmm frimärken ja.",9.47,224.92
31,Hmm.,0.69,237.91
32,Det är hmm en hmm person tt näsan in.,9.34,241.19
33,Ja hmm.,2.34,251.4
34,Hmm.,1.57,254.89
35,Ja hmm.,3.57,257.38
36,Hmm.,1.5,261.94
37,"Man blir rädd det är på natten, haha, söker.",5.99,264.26
38,Vi kunde du veta mer?,1.12,272.91
39,Ja.,0.35,275.65
40,"Hmm, men är skygg? Hmm ja, men kring guld till den plats på att hmm kuba säker på att vagnen hmm.",21.76,278.64
41,Apotek på det.,1.86,302.58
42,"Hmm, fåglar har många såna här. Ja.",4.42,308.45
43,Hela kroppen har fåglar här på hela kroppen.,3.46,319.59
44,"Man kan också skriva med det, hmm?",6.14,326.02
45,Hmm? Fjärden ja.,2.76,332.99
46,"Där man hmm, tittar på den här, så ser man sig själv.",4.39,342.31
47,"Man kan se sitt eget ansikte, hmm. Sjön.",4.21,353.11
48,Nej.,0.85,358.77
49,Hmm färg.,1.87,360.81
50,Hmm.,1.55,365.21
51,Hmm usch.,1.49,367.0
52,"Nej, man tittar i den här när man ska raka sig. Ja.",5.69,370.74
53,Hmm hmm you jaha ja bra jobbat ja du kan.,11.32,379.32
54,Hitta. Hmm hmm.,4.37,390.98
55,Hmm.,1.5,396.22
56,Hmm mig host hmm avfall införa du kan hitta ditt namn med ost hmm skicka ja ja jaha kungens fru.,18.73,398.35
57,Vad heter kungens fru? Ja.,3.27,421.86
58,Hmm.,1.73,430.24
59,Jaha.,0.7,432.86
60,Hmm drottning bra ja.,4.27,437.01
61,"Du, hmm, för att hmm. Ja, hmm.",5.7,442.48
62,Ja hmm.,2.71,449.37
63,Ja för att hmm.,2.27,456.19
64,Hmm.,0.72,460.33
65,Hmm ja ett hjul med 8 ben som skräms som går i nät.,10.02,464.08
66,"55 är en euro. Hmm, flyga ja nej.",7.2,484.8
67,Hmm synd att ja jaha.,3.93,495.06
68,Hmm.,1.49,503.43
69,Hmm.,1.93,505.11
70,"Nej en ja, men det. Men det valde ja, det finns hmm fast jaha.",11.54,507.77
71,3 hmm hmm kanske granen hmm hmm 20 ton ja.,8.13,522.78
72,Hmm.,1.73,533.79
73,Ja.,0.58,535.58
74,Hmm.,0.39,540.33
75,Något obehagligt som händer när man sover.,2.73,542.32
76,Om.,0.35,555.7
77,Hmm.,0.8,566.8
78,"Hmm, som man tänker på när man sover. Hmm, morgon. Hmm.",7.25,569.99
79,Hmm.,0.92,580.08
80,Det är din ja peridot. Hmm ja nämen måste.,10.06,581.71
81,Hmm.,1.9,593.84
82,Gå hmm.,3.51,595.99
