,DisplayText,Duration,Offset
0,Men kanske ska inte stå för det?,2.13,0.02
1,,2.08,30.5
2,"Hmm, hej, jag heter lite öre.",3.63,39.07
3,"Vad heter du och vart kommer det ifrån? Jag berättar om andel kommer från bussen och vad heter du? Okej, vart kommer du ifrån? Lite grejer från sverige, trevligt att träffas.",14.57,44.47
4,"Vi ska spela spelet med andra ord, ni måste beskriva dom. Jag ska försöka gissa till varje visades på surfplattan med en liten bil. Vi har en minut på helt skrivandet, men jag försöker läsa, det finns ingen. Ni kan inte säga själva ordet eller varianter av.",20.34,60.84
5,Hmm. Vi ska spela cirka 20 minuter efter spelet. Får välja på dem redan nu kör vi.,7.7,85.47
6,D man blir efter månad ut som många tror.,3.13,102.61
7,Det här är något som många tror att man blir efter att man har dött. Hmm.,6.74,116.62
8,Hmm dagen.,1.77,126.47
9,Hmm.,1.51,133.27
10,Kvinnan som.,2.58,135.33
11,Hmm.,1.51,141.7
12,"Det är en kvinna. Ja, i sverige.",4.1,143.9
13,Hmm prinsessan.,1.77,150.49
14,Hmm.,1.4,155.51
15,Okej.,0.55,163.67
16,"Nej, det är emot kan det säger du? Ja.",4.41,167.16
17,Det kommer före en. Hmm kommer att älska.,4.14,174.96
18,Du hmm.,2.89,184.58
19,Hmm.,1.67,188.02
20,Det är en fågel.,1.58,192.44
21,Det är en fågel.,2.03,200.89
22,Som hmm ja kan sälja sitt huvud 360 grader. Hmm uggla ja.,10.42,203.55
23,Hmm.,1.5,221.56
24,Det här är något du vinner när du vinner första plats. Ja.,5.71,223.15
25,Hmm guld.,1.46,232.57
26,Hmm medan tillsamman guldmedalj.,4.46,235.53
27,Hmm.,1.52,244.18
28,"När du när man? Hmm, studera bra för man.",7.28,246.42
29,Kan hon om dom?,1.7,255.51
30,Hmm.,1.58,258.56
31,Hmm. När man har en manson. Hmm ja logga gott.,6.9,270.03
32,Köpare.,0.93,288.24
33,"Hmm hantverkare hmm bara värre. Hmm, vad är det va?",6.53,290.6
34,Watch.,0.54,299.2
35,Under färden? Ja.,2.59,302.19
36,Hmm hmm. Fåglar har många av dessa. Ja på utsidan.,8.46,310.94
37,"Hmm, för jäv.",1.51,321.59
38,Hmm.,0.5,323.15
39,Ja.,0.71,331.45
40,"När du sover så händer saker i ditt huvud, haha.",5.59,334.32
41,Många beskriver det som en film som spelas upp i december. Hmm.,7.32,352.5
42,Därför kött.,2.89,365.08
43,Kött från gris ja som man oftast har som pålägg på mackan. Hmm skicka.,9.2,375.66
44,En liten insekt som har 8 ben och som många är rädda för. Ja.,8.36,397.88
45,Hmm timmar.,1.76,409.63
46,Hmm.,1.53,416.85
47,Du kan för då kan flera dig. Jaha.,4.52,420.27
48,I dessa objekt jaha.,3.14,426.76
49,Hmm färg hmm.,3.71,433.67
50,Hmm.,1.6,437.44
51,Hmm fönster.,1.46,441.77
52,Hmm spel.,1.5,445.68
53,Ja hmm.,4.42,452.91
54,Du kan köpa medicin då? Ja.,3.88,457.82
55,Erotik hmm.,2.83,471.69
56,Vad du kan surfa medicin? Ja.,3.38,475.59
57,Hmm.,1.5,485.7
58,"Hmm, en fysiska ja till.",5.32,489.97
59,Hmm när?,1.5,502.33
60,"Sova inte så bra ja, säger man hmm.",6.68,504.04
61,Inte bra.,0.86,511.7
62,Dåligt rum.,1.09,514.1
63,Hmm morgon.,1.71,516.71
64,"Det här är en möbel som du har dina kläder i. Hmm, säng.",7.51,524.19
65,Skeppet med kläderna.,3.24,537.01
66,Hmm har råd.,1.42,541.87
67,Katten och hundar.,1.96,547.76
68,Du har ja hemma.,3.66,556.22
69,"Djur som du har sällskap helt, hmm?",5.41,566.79
70,Hmm husdjur.,1.52,574.74
71,"Hmm, hamburgare eller smörgås? Ja.",4.93,581.44
72,"Nej, när du hör ju tid är här då, hmm, mat, hmm.",10.08,596.47
73,"Om, det var svårt att gå jaha så kan det oftast vara skönt att sitta i en sån ja.",11.34,609.33
74,,0.9,621.72
75,Rör dig framåt.,1.31,624.15
76,Hmm kryckor.,1.49,629.73
77,Hmm.,1.6,631.27
78,Hmm rullstol.,1.44,634.76
79,Detta är en typ av instrument.,4.09,644.33
80,Ja där du oftast använder ha något för att ja slå på för att få fram ljud. Ja.,14.34,649.29
81,Hmm.,1.48,666.82
82,"Hmm, slå där ja.",2.26,668.77
83,Hmm hmm.,4.22,674.17
84,Det var ja.,2.09,679.78
85,Hmm barn typ.,2.92,684.83
86,"Hmm, det här.",2.32,694.84
87,Djur.,1.16,698.95
88,"Möjlighet att påverka hur landet styrs. Hmm, bra sig.",8.73,701.76
89,Hmm.,0.43,715.26
90,Toppen på en religiös byggnad. Jaha.,4.16,721.62
91,Hmm planen.,1.7,728.82
92,Hmm kyrkor.,1.5,732.84
93,"Om man låter koda bara tillräckligt länge så blir det hårt. Ja, och blir till.",10.24,745.93
94,Hmm stenar hmm.,3.31,757.85
95,Hmm.,1.49,761.89
96,Hmm barnslig.,1.5,763.89
97,Hmm.,0.53,769.83
98,"Hmm. När man logga in hos thomann skriver, hmm, ja.",9.06,772.85
99,Ordentligt.,0.79,792.4
100,Förutom användarnamn.,2.0,799.29
101,Jaha du fylla i.,1.36,802.1
102,Hmm.,1.49,807.93
103,Hmm.,1.51,818.33
104,"Folk som är födda i januari har det här stjärntecknet hmm, ny bok.",7.07,827.39
105,Manligt syskon till din pappa? Ja.,5.19,844.81
106,Oj då så hmm.,3.52,871.64
107,Hmm.,1.46,877.93
108,Hmm.,1.5,882.93
109,Hmm.,0.86,893.24
110,I demokrati väljs ledare ut genom en val.,9.26,896.52
111,Hmm beslutet.,1.49,910.97
112,Hmm.,1.5,913.97
113,Hmm.,1.63,916.11
114,Hmm folkomröstning hmm?,4.34,918.93
115,Detta är ett ja.,3.95,928.88
116,"Verktyg hmm, för exempelvis göra mattor ja.",8.11,934.1
117,Hmm symaskin.,1.5,945.97
118,Hmm väg sol.,1.63,947.98
119,Ja.,0.68,952.64
120,Hmm.,1.57,956.8
121,Arbetar i ja krysten kyrka.,5.57,959.58
122,Hmm.,1.51,970.0
123,Hmm pastore hmm mysko.,2.83,971.96
124,Hmm.,1.02,982.78
125,"Hmm, men du kan inte köpa alkohol? Ja.",5.03,986.11
126,"Rör inte är bara runt, hmm då för hmm under hmm under gränsen. Hmm.",13.7,996.2
127,Ja.,0.57,1011.52
128,Hmm.,0.34,1014.71
129,Detta brukar oftast finnas.,3.53,1017.96
130,Brukar vara en del av en bilväg som går över vatten. Ja.,6.59,1024.0
131,Hmm då vitsen hmm.,3.57,1034.04
132,Hmm.,1.69,1037.67
133,Hmm jernberg. Hmm.,4.05,1039.49
134,,2.37,1043.59
135,Testa är hmm ja.,3.34,1053.05
136,"Väldigt kända byggnader som ungefär 40, utan det är hela tiden något.",9.69,1059.22
137,Sedan.,1.11,1070.49
138,Tack så mycket.,0.95,1074.13
139,Hej hej mats.,1.33,1080.01
140,Sedan vilken god aktie och kvistar hjälp här finns samma chans.,5.0,1083.78
