,DisplayText,Duration,Offset
0,Tygbyxor är en chinook oktober.,3.88,1.23
1,,2.32,10.15
2,Dess.,0.78,16.14
3,"Okej, så trevlig.",1.5,23.45
4,If.,0.4,29.22
5,Hmm.,0.67,34.05
6,Hmm.,1.5,41.48
7,"Ursäkta, vad heter du och var kommer du ifrån?",3.66,46.41
8,"Vad heter du? Hej, du. Jag kommer ifrån. Hej, jocke, jag kommer från stockholm, trevligt att träffas.",7.96,53.88
9,Vi ska finnas fler med andra ord. Vi måste beskriva gjort och jag försöker till varje pris att få styrka att han är en liten bil. Vi har en minut på hela beskriva jobbet medan vi försöker att visa. Det finns en timme. Vi kan inte säga själva ordet är i varianter av.,20.43,63.5
10,Vi ska spela cirka 20 minuter efter spelet får välja under dagen. Redan nu kör vi.,6.72,89.08
11,"Nej, min plats är när hmm köp i läkemedel. Ja.",7.08,102.73
12,"Hmm, för en butik, ja, ni förstår ju.",4.9,112.88
13,Rutin.,0.66,121.38
14,Favoriten var sjuk för att bli frisk.,2.77,126.01
15,Hur kvar?,0.7,136.71
16,"Jag hatar när man söker efter. Hmm läkare. Ja nej, det var i butik. Hmm.",11.25,147.9
17,Nej.,0.56,164.88
18,Hmm.,0.35,168.59
19,Nånting läskigt?,1.42,171.38
20,Ja.,0.35,177.23
21,Ja.,0.52,179.19
22,Känns ju ställt in mig på samma småförkyld. Ja.,4.95,185.06
23,Kors.,0.64,193.24
24,Hej då till läskigt. Det kan vara någon som har dött. Ja hej jag är hmm jaha själv som hmm kommer fram sköter efter men när du hmm.,17.17,200.6
25,"Nej den person som har dött som inte kommer till månen, det var på jorden. Hmm magen.",7.9,219.0
26,Ja.,0.62,231.9
27,Nånting har på toaletten för att se dig själv.,3.05,237.37
28,Viktiga min bild hmm usch.,3.79,244.33
29,Hmm.,1.57,250.35
30,Håkan.,0.7,252.48
31,Ja.,0.56,254.81
32,Åttonde enade litet djur.,3.27,257.6
33,Hur ofta den?,1.09,265.74
34,Än vinden.,1.47,270.86
