,DisplayText,Duration,Offset
0,,2.02,2.45
1,Industri har samlat okej tack in.,3.08,6.21
2,Kör explorer insiders får gäster i schweiz.,4.52,11.09
3,Frida okej.,1.26,17.96
4,"Hmm, is och det finns en bred ja köpt så får han gotic och vilka uppskattas?",9.12,28.97
5,Hur fram hmm.,2.06,40.98
6,Hmm.,1.55,47.73
7,Jag tänkte år.,1.26,50.14
8,Vad heter du och vart kommer du ifrån?,3.14,53.09
9,"Hej, jag heter hans och jag mot tyskland.",3.05,57.43
10,Och vad heter du?,1.2,61.54
11,"Hela 10, så jag kommer från sverige.",2.09,65.31
12,Trevligt att träffas.,1.3,68.38
13,"Vi ska spela spel med andra ord. Vi måste beskriva gång. Jag ska försöka bli sams med. Vad visas på surfplattan med en liten? Vi har en minut på hela beskriva jobbet medan vi försöker lösa. Det finns en egen, ni kan inte säga själva ordet eller varianter av ordet.",20.53,71.36
14,Tillåtna.,0.82,95.39
15,Cirka 20 minuter efter spelet får välja hela tiden redan nu. Sorry.,5.82,97.9
16,"Okej, så om det är någonting du vill använda för att lite en bild.",6.54,111.01
17,"Hmm. Och om du är en artist du använde. Hmm, mycket.",6.09,118.74
18,"Hmm, det där för jag? Ja.",5.43,125.72
19,Hmm.,1.32,133.55
20,"Hmm, jag jobbar.",3.48,137.72
21,"Ja, men jag mat som man äter till frukost och kanske när man dricker kaffe.",9.12,142.32
22,Hmm barnen ja rätt.,4.22,152.45
23,Hmm.,1.51,166.06
24,"Jag bor på ett slott, min man är kung jaha.",4.54,168.66
25,Hmm ja ja snart.,4.54,176.76
26,Så i en hus där finns en plats en efter en plats. Våld kan tvätta dig hmm hmm nej det en stor plats i inomhus ja.,17.46,184.85
27,"Kan du sätta dig där och när du börjar din dator och tvärtom, hmm?",7.31,203.83
28,Badrum.,0.78,212.25
29,Hmm badrum.,1.85,215.13
30,Zune du är i skolan. Hmm du program någonting du skriva ibland leksand och sedan fick du en hmm optimerade hmm omdöme.,15.65,223.05
31,Ja nästan hmm.,4.66,240.47
32,"Resten av de slutgiltiga in internet omdömen utan det man får efter det som man får på papper som man kan söka till skolor. Hmm betyg, ja.",12.93,245.19
33,Hmm. Fåglarna har en massa såna och förut så använder man när man skrev som hade ju även rätt ja.,10.41,262.16
34,"Hmm, vi hjälper dig vid namn och bakgrund och om du kan se i dig själv, hmm i det.",8.65,276.63
35,Elegans i dig själv om du tittar på det.,4.64,289.88
36,Hmm.,1.43,296.11
37,Hmm tusch.,1.59,299.38
38,Hmm spel ja ja ja ja.,3.48,305.24
39,Ja hmm när?,2.22,317.71
40,Barn brukar vara rädda för på natten. Då brukar ha hmm ett lakan med musik som man kan klippa hål i hmm.,9.17,321.96
41,Hmm morgon ja ibland då man drömmer mardrömmar kan komma.,5.94,331.88
42,"Hmm, jag in ja rutan.",3.33,338.8
43,Så det är en jul. Hmm. Som många frågor är. Hmm jaha kryssa inredda det är prata ja hmm och det hade 8 innan.,15.97,344.94
44,Hmm sin exakt.,3.02,362.52
45,Det är en sorts fågel som man säger klok som sitter i trädet.,5.56,369.09
46,Hmm.,1.57,375.68
47,Förrätt jaha.,1.75,378.14
48,"Som du behöver. Hmm medikamenter hmm, du ska gå till en plats så att hmm allt far den dom ja.",11.87,381.07
49,Hmm.,1.49,397.72
50,"Hmm, det är en plats för vi har personal som hmm och sådär.",10.28,399.26
51,Blir vi ibland om det är dåligt väder.,2.61,413.35
52,Oscar hmm ja först kommer hmm ström efter åskan eller åskan kommer sedan man ser som en ljusstråle på himlen. Hmm ja rätt.,19.39,417.59
53,Sedan kanske det finns hmm kakor.,5.19,443.01
54,"Jaha, så det är små runda och dom har samma land som om man när du ligger och sover. Hmm sin ja ja, men det var så hörs den precis det.",15.28,448.75
55,Ja.,0.37,465.69
56,"Hmm så om det blir kikade en brev? Hmm till ja tina, du behöver någonting för att hmm hittade dom för att helhet vad vad du hmm.",17.66,468.44
57,Läge frimärken ja jaha.,4.28,487.07
58,Vad vi djur som lever i skogen. Vi har relation.,5.99,495.21
59,Dock.,1.32,502.23
60,Namnet är hmm stylebook ja puss.,5.23,504.78
61,"Hmm i sverige så får alla myndiga personer göra det här. Ja, man får vi gör det var fjärde år och just dig.",11.02,515.63
62,Jaha var tillverkas vad vad till? Hmm ja hmm som inte kan gång du behålla någonting för att sitta dig ner och du måste använda för att ja rulla.,17.24,529.33
63,,4.11,550.75
64,"Ja och om du inte kan använda något problem, ja.",4.8,554.91
65,Hmm en gammal man.,2.23,563.93
66,Jaha pappas bror.,1.91,567.28
67,Hmm.,1.5,573.66
68,När pappas pappas bror? Hmm just det här hej pappas favorit ja.,8.6,575.94
69,"Hmm, så om du om du har då och idag där matte om the hmm.",9.69,586.83
70,Fan då var det.,2.11,597.51
71,Hmm ja sen.,1.68,600.43
72,Jag till på ledande?,0.99,603.92
73,"Ja, om du går om du går i lera till exempel och sen går du på ja så går det på vägen så blir det märken efter fötterna haha. Om du tycker att det går i debatten ja du har duschat och så går det ut på golvet så blir det märken efter dina fötter när du går hmm fotspår.",26.22,606.75
74,Hmm.,1.51,641.34
75,Hmm om man vill be eller där det är gudstjänster.,4.47,643.8
76,Precis hmm vissa kallar för hmm idag koder jag.,6.16,651.33
77,"Hmm så vi har pratat om det i iran, så kan hon sova men i halsen hmm men du är ju så faktiskt hjälper dagen du har någonting hmm för att göra ett bord ja.",19.31,660.63
78,Såsom det var? Ja.,2.08,684.76
79,Ja.,0.39,688.34
80,Hmm.,1.67,690.9
81,"Så jag har en en mål och jag är hennes, hmm. Om man precis.",9.64,692.62
82,Om man har bråttom och ska äta då man kanske behöver annan tid och laga mat. Själv brukar man gå på mcdonalds? Hmm.,12.15,704.88
83,Hmm.,1.59,718.56
84,Ja måste in ja inte så engelska och det är mer hmm om man snabbmat ja.,11.32,720.78
85,Vad är det okej?,2.3,736.27
86,Hmm.,0.64,741.7
87,"Ja nej det, det är bara och jag.",3.9,747.29
88,Hmm ja son ja.,2.53,753.49
89,Det är en sorts sten som man gör kan göra hmm ringar och man kan göra om man polerar den så blir jag väldigt fin. Den är.,11.24,759.94
90,Du är orangegul nästan.,3.23,772.64
