,DisplayText,Duration,Offset
0,Det bra.,0.91,2.9
1,Första stängd.,3.21,12.18
2,Perfekt joar och utedass på.,2.56,18.52
3,Okej då sätter igång.,1.83,32.25
4,Hmm.,1.5,42.02
5,"Hej, jag heter inte orkat.",2.2,43.57
6,Vad gör du och vart kommer du ifrån heter ester och kommer från skåne? Vad gör du och vart kommer du ifrån?,10.95,47.43
7,Trevligt att träffas.,1.28,62.88
8,"Diska spelas felet med andra ord, vi måste beskriva gjort och jag ska försöka gissa till vad visas på surfplattan med en liten bild. Vi har en minut på er att skriva om det medan du försöker att visa det finns en ny kan inte säga själva ordet eller varianter av ordet.",20.5,65.88
9,Tillåtna. Vi ska spela cirka 20 minuter efter spelet får du välja mellan grum redan nu kör vi.,8.33,89.88
10,Det är en person som kan göra bananbröd.,4.07,108.4
11,"Hmm, man kan göra bakelser.",3.59,116.52
12,Vid yrke.,1.07,123.0
13,"Om man tillverkar saker som är goda och äta ofta söta saker, hmm, bagare.",9.27,126.54
14,Ja du.,1.27,137.32
15,Det är en plats som finns i de flesta hem där man kan tvätta sig. Ja.,6.52,144.43
16,Man kan duscha.,1.1,152.76
17,Oktober.,0.95,155.71
18,Ut.,0.32,159.06
19,De finns i hemmet.,1.13,161.48
20,Skolor på restauranger.,2.33,165.95
21,I de flesta byggnader där det finns folk.,2.62,170.14
22,Man kan tvätta händerna som har rätten.,2.54,175.35
23,Isåfall spegeln i rummet som man hmm badrum.,4.39,181.46
24,Ja.,0.54,187.04
25,"Hmm, det här är en sak som man kan titta i och se sig själv. Ja.",6.25,191.66
26,Så du ser en reflektion av dig när du tittar in i detta föremålet? Hmm.,6.23,200.96
27,Detta är en kaka.,1.43,213.92
28,Some byt.,1.23,218.86
29,Väldigt söt hmm. Kartan land beskriver också någonting helt annat som man gör när hon sover.,9.1,222.17
30,Samlas in.,0.86,235.61
31,Nu sover så så så kan du eventuellt komma ihåg att du har hmm hmm drömmar kort.,11.54,238.67
32,Det här så att man kan äta.,2.03,253.19
33,Visa ha det som pålägg på mackan man kan äta det på jul hmm.,7.0,257.04
34,"Ja, det är en form av kött om du är skiva när jag ligger på marken.",4.35,267.69
35,Eller huvudmän? Hmm. Många skulle säga att det är liksom huvudgrejen som du har på julbordet. Ja.,7.92,275.36
36,Hmm skicka.,1.46,286.81
37,"Högdjur. Hmm, som bor i skogen.",4.42,291.64
38,Flyger.,1.08,297.76
39,Själva ja.,2.0,302.7
40,Hej.,0.84,306.65
41,Den boken.,1.03,310.39
42,"Det är väldigt många olika storlekar. Hmm, fåglar är en typ av fågel candida fulla ja.",10.84,314.25
43,Det här är en person som ja är en del av en monarki.,6.64,330.42
44,Finns som kungens högra hand. Hmm?,4.74,338.69
45,Men i vissa venus.,1.63,344.22
46,Hmm prinsessa.,1.57,347.18
47,Sedan.,0.35,348.88
48,De prisas mamma hmm ja.,2.49,350.82
49,Om du har sprungit ett lopp och kommer först så brukar du får det här. Hej runt halsen. Ja.,6.64,357.12
50,"Hmm. Om du vill nånting. Hmm, mellan.",4.83,368.51
51,Förstaplatsen på den för typ av hmm kunderna.,4.53,374.3
52,"Men du ska skicka brev, så måste du lista den här lilla pappersbiten med sina hörnet.",6.12,382.44
53,"Man kan samla på detta också. Hmm, i märken.",4.85,391.53
54,"Ja hitta en plats där du kan gå för att hämta ut mediciner, till exempel ja butik där du kan köpa det passar mig.",11.74,401.31
55,Hmm.,1.49,416.94
56,Är det en fysisk butik och e ja.,3.8,419.52
57,Detta är ett djur som är ganska litet. Har ja bil.,4.95,425.21
58,Många personer har en fobi för dessa djur.,2.72,431.9
59,"Det finns båda ofarliga men också väldigt giftiga. Hmm, synda.",6.87,435.96
60,Fåglar täckta av gaständare från ja.,4.4,449.08
61,Det är ungefär som ja.,2.97,457.97
62,Du kan väl ha den om du har en sån här så kan du kittla folk med en hmm fjädern.,7.37,464.4
63,"Detta är nånting man kan ha ett hem. Hmm, man kan plantera ja, den stora offer fönstret och fönsterbrädan.",11.34,476.43
64,"Du kan köpa den, hmm?",3.52,492.16
65,Hmm jo hmm kommer hmm det är hmm det är allt ja.,10.95,497.97
66,Din samling av instrument.,3.47,515.45
67,Som hmm.,3.08,520.0
68,Slår på.,0.84,524.31
69,Volym.,0.86,527.9
70,N trumman kanal som har typ av hmm eller så.,4.87,531.29
71,Hon tillhör den här kategorin av av instrument. Ja.,5.03,538.31
72,Man brukar använda ordet för att beskriva grupperna av instrument. Hmm tror.,6.84,545.92
73,Trummor och telefon en del av den här kategorin av instrument och slag där.,6.91,553.96
74,"Den här kan man vara annat kläder. Det brukar stå II, sovrum eller hall. Ska man ha en sån här sak? Hmm, du råd.",10.22,565.29
75,Hundar och katter är ofta bra exempel på såna här som man har hemma.,5.91,582.64
76,N carina machine.,1.89,590.81
77,Kan du köpa här på?,4.63,594.88
78,Hmm.,1.65,603.03
79,"Även fisken kan vara här, hmm?",4.86,605.37
80,Hunden är tillhör den här kategorin av hmm jaha och levande varelser. Hmm kan hmm husdjur ja.,12.65,611.58
81,Den här lever på nordpolen.,2.32,627.83
82,Stor vit lurvig djur ja.,4.73,633.19
83,Hmm.,1.49,639.68
84,Farlig hmm isbjörn.,3.31,642.59
85,"Om du är medborgare i ett land och en till exempel i sverige är över 18 år så har har du, har du?",12.01,649.59
86,Möjliggörare att folkomröstning. Hmm. Vad behöver du ha för att vänta? Sa du sa du?,7.96,662.63
87,Röstning ja perfekt.,1.94,672.12
88,Om du vaknar mitt i natten och så skriker och är jätterädd så har du haft nån sån här hmm morgon.,7.24,678.37
89,Här blir det kan även vara ett stjärntecken.,5.78,689.33
90,Hmm det.,1.5,696.83
91,Ja 4 ben och pröva fanns ja.,4.78,701.0
92,"Förbi och september, så kan du vara anlagd.",4.1,707.18
93,Den lever hmm får hmm hmm sten bok.,6.61,713.93
94,"Religiösa byggnader kan det finnas ett sådant här uppstickande arkitektur risk. Hmm, symtom.",9.24,726.25
95,Hmm.,1.49,742.35
96,Om du.,0.78,743.89
97,Om du har ett dåligt träd och så har du skadat dig så har du kommit ut koda.,4.9,747.68
98,"Vet inte hur man gör det här. Hmm, tjenare. Hmm, det har man inte. Hmm.",10.34,754.57
99,Ja.,0.54,766.74
100,Om du har svårt att gå eller ut i benet så är det väldigt bra att sitta i en sån här för du kan rulla fram.,6.86,771.48
101,Om vi kan använda benen hmm kon så finns det en typ av sitt anordning så du kan sitta jag använda händerna så ja tar vi fram.,12.96,782.27
102,Hmm rum.,1.49,797.1
103,För att logga in på många ställen så behöver du detta för att identifiera dig.,6.86,804.74
104,Den har en annan och mat mer för att kunna logga in.,5.62,814.71
105,Hmm.,1.4,821.21
106,Hmm hej.,1.42,824.2
107,När någon dör och en graf så finns ofta den här typen av sak som visar vår personliga bli glad.,8.68,831.01
108,Hmm 12.,1.51,843.92
109,Ja så på en skylt på socialtjänsten.,3.42,845.48
110,"Det här är chefen av alla präster, va? Ja, det är yrke. Ja, det ville dom är inte så mycket i den protestantiska kyrkan. Det är med i den liksom den något här.",15.24,854.17
111,Där ett högt uppsatt inom ja.,3.18,872.37
112,Hmm pastorn hmm posen hmm vi skåp ja.,5.88,879.22
113,Om du kollar på ett program till exempel så brukar de ha i början innan programmet börjar någon typ av ljudslinga som identifierar vilka program kan kolla på.,12.79,891.04
114,Man kan höra just den här slingan och så kan man förstå att jag har ni. Är det här programmet så kommer hmm undan.,8.06,907.06
115,Hmm fina hmm fina löv musik sommaren är musik i början som timme ja.,10.56,918.23
116,Där person som spelar ett instrument.,4.35,932.05
117,Hmm man slår på detta instrumentet.,2.33,938.54
118,Hmm.,1.58,942.22
119,Hmm.,1.57,944.03
120,Ja då sade.,1.75,945.66
121,"Hmm det sägs finnas 7 stycken såna här i världen, bland annat pyramiderna. Ja.",8.42,951.41
122,Consilium men hmm.,3.4,965.36
123,Hmm.,0.63,969.37
124,"Det här finns i våra kroppar, den röda små ja.",6.38,975.95
125,Pumpas ut från hjärtat.,1.73,984.74
126,Också åka runt i hela kroppen och syresätter kroppen.,3.59,989.5
127,"Väldigt många finns det, hmm?",3.1,996.0
128,Hmm.,1.59,1003.26
129,Hmm.,1.58,1005.22
130,"Rörda åker runt i vår kropp. Ja, pumpas från hjärtat och så åker dom genom hela kroppen IL om rock band.",10.75,1008.13
131,"Hmm, det ja då har man ska köpa alkohol så finns det liksom en.",5.27,1024.28
132,Ja en viss ålder du måste ha hmm och då sin.,5.06,1030.77
133,Hmm.,0.78,1038.26
134,"För att förstå körkort, rösta och det är hela tiden. Ja.",8.09,1040.65
135,"Spelare mig själv, det var kul.",3.46,1050.41
136,Skriver mats england.,2.03,1058.95
137,Sist i mitt liv god aktivt signum har inte kunnat göra bäst.,4.43,1064.59
