,DisplayText,Duration,Offset
0,Kanske stack in?,1.53,0.61
1,Ja och login mobile style växel FD klass.,4.74,13.71
2,Okej.,0.59,22.32
3,Hmm hej jag har.,3.33,32.12
4,Vad heter du och var kommer du ifrån?,3.21,37.19
5,"Vad heter du på vakt? Kommer du ifrån? Jag, max och jag kommer från tyskland.",6.21,43.21
6,Trevligt att träffas.,1.39,50.35
7,Vi ska spela spelet med andra ord. Vi måste beskriva och jag ska försöka gissa ner. Varje år visas på surfplattan med en liten bil. Vi har en minut på er att beskriva arbetet med att vi försöker att visa.,14.7,53.34
8,Kan inte säga själva ordet eller varianter av ordet alla andra strategier för att beskriva orden är tillåtna. Vi ska spela cirka 20 minuter efter spelet får välja på den redan nu kör vi.,15.04,70.66
9,"Okej, hej då.",1.44,88.18
10,"Därutöver man sina morgonsysslor. Man vågar sig, man gör sig igen.",7.08,92.97
11,Man kan duscha.,1.32,105.07
12,Borsta tänderna hmm badrum.,3.18,109.7
13,Korrekt.,0.65,114.98
14,Hmm.,0.41,127.92
15,Hej.,0.21,134.04
16,"Ja hej, jag kommer från oss kan hmm. En elektrisk urladdning? Ja, vill.",8.46,139.32
17,Från huden mot jorden.,2.38,150.64
18,"Vi förstår inte. Hmm, kan det ha varit en till? Ja.",5.19,155.95
19,Hmm regn hmm visst lyxfrulle.,5.56,164.44
20,"Jag kan du handla mediciner om du kan prata samtidigt. Hmm, så hämtar du ut saker mot recept ja.",7.65,176.87
21,De får besök från läkare och hämtade ut den mot sjukdom. Jaha.,6.1,186.71
22,Hmm hmm mötet hmm fika det är en butik där du kan hämta ut saker mot recept jaha som botar sjukdomar hmm on the rätt trevligt.,17.89,194.88
23,"Du kan ta sin tid själv. Ja, du ser dig själv reflektera i den användaren för C hur du själv ser ut? Ja.",12.5,219.53
24,Hmm skön hmm färg hmm spel.,5.42,235.48
25,Speglar.,0.62,243.0
26,Festen 2 1 kuddar för att skicka iväg och visar på att du har betalt.,5.4,250.41
27,Hmm.,1.57,257.49
28,När du skriver ett brev så sätter du fast denna. Du köper en ny affär. Hmm.,9.3,260.49
29,Rätt ja.,1.96,270.84
30,Hmm en hmm.,5.88,277.93
31,Flera på hmm.,4.71,285.54
32,Fritt jaha.,2.12,291.92
33,Det är en markering vilken nivå du ligger på när du studerar.,5.77,298.44
34,Hmm omdömen.,1.66,305.28
35,"Men det är graderat, hmm?",3.84,309.04
36,Rätt.,0.79,313.62
37,"Ja tog sin tid hmm, okej? Ja, det är en fågel som har lagat fågels ja förknippas med kollegor och unga.",13.82,318.32
38,Ja.,0.79,334.47
39,Hmm.,0.3,338.87
40,Ja.,0.51,340.82
41,"Ja skulle ut och hmm i dålig konstnärer när du hmm, hon verkligen det.",11.2,344.65
42,Hmm hem till sverige. Hur många väljare som producerar med och jagar?,6.48,361.85
43,"Hmm, tror jag skapade nät. Hmm synd.",5.83,372.42
44,Ja.,0.71,380.1
45,Ett tillstånd som man kan tro att man bara efter döden skrämmer folk. Hmm jaha vita lakan hmm.,11.93,385.19
46,Ja.,0.69,400.38
47,Det här upplever man när man sover fantasi när vi sover.,4.84,404.55
48,Under sömn.,1.18,413.98
49,Ja drömmar ja.,2.12,416.73
50,Förstapriset när du tävlar ju ha idrott bra pris underfunnit så får du detta ja.,11.01,424.67
51,Hmm titan.,1.32,438.73
52,Ja.,0.6,443.53
53,Ja.,0.71,445.79
54,Sitter i en gris ja äts till 8 till juli i sverige. Kött från livet runt band och en gris. Hmm.,15.68,451.75
55,Rätt ja.,2.43,467.7
56,Hmm kan man sitta ja och transporteras om man är sjuk blad på handikappad.,7.78,473.22
57,Som hmm rullstol.,2.83,482.92
58,Jo.,0.38,492.37
59,"Hmm, och andra varelser vi har i hemmet. Ja ja, kramas kannor av uppsamlings namn namn för allihopa hmm.",15.01,500.88
60,Hmm.,1.55,516.46
61,Djur som vi har talat i hemmet.,3.66,519.62
62,Som bor vi oss hmm ju rött jaha.,5.66,526.9
63,Andra generationen.,1.89,537.35
64,Jaha.,0.7,541.37
65,I familjen.,1.13,543.52
66,Ja.,0.87,545.58
67,Om min hmm.,3.42,549.38
68,Vid tävlingsform där dom bra pass och som möjligt friidrott. Hmm hej på rätt ha.,11.09,557.51
69,Min pappas syskon av maskulin köp jaha hmm.,9.98,573.03
70,På hmm.,2.87,585.14
71,"Koda som har legat väldigt, väldigt länge. Hmm.",6.27,593.82
72,Ja.,0.72,601.32
73,Hårda gulaktigt hmm bärnsten röd ja.,6.52,602.74
74,"Förvara, vi kläder i hemmet.",3.16,613.77
75,Ja.,0.6,619.97
76,Hmm.,1.38,623.7
77,Jaha.,0.5,630.03
78,En religiös byggnads högsta punkt.,3.61,633.11
79,"Målen religiösa huset sitter detta. Hmm, hon flöt.",6.8,638.09
80,"Hmm, lämnar vi efter oss i marken eller i snön när vi ska höra jaha.",8.3,647.74
81,Hmm.,1.5,658.99
82,Ja.,0.62,662.5
83,"När vi sover kan man uppleva detta mus livrädda jaha, ja.",5.79,665.58
84,"Under sömn, så blir vi rädda.",3.14,673.09
85,"Hmm, vi blev rädda och otäckt.",5.93,677.71
86,Trek upplevelse underström hmm magen.,5.2,686.11
87,Ja.,0.73,692.9
88,Hmm. Runt ett djur lever i bergen hoppar med stora horn. Hmm sten där.,11.76,695.81
89,"Hmm, musikinstrument som han slår och bankar på så låter.",5.46,711.92
90,Ja.,0.71,718.15
91,Hmm.,1.37,721.92
92,Flera olika sorters instrument jaha slår på hmm tror flera olika hmm så röstar ja.,15.96,725.84
93,Hmm stor stor ha djur lever på bioarctic nordpolen jagar jaha.,11.86,745.47
94,Vid efter säga mitten hmm isbjörn i övrigt.,5.8,758.8
95,Rätten att välja någon till riksdag eller parlament.,6.97,770.73
96,Hmm röster.,1.62,779.13
97,"Ja en växande planta, som man har i hemmet.",3.1,788.24
98,"Hmm, men hon är halva sorters. Hmm som vi har i keramikkärl. Hmm, skulle jag själv var det som växer?",15.13,793.22
99,I keramik köp hmm växten i keramik kärl hmm.,10.49,809.47
100,"Näring som vill snabbt får i oss, så.",4.34,826.33
101,"Handlas på restaurang lugnare, större snabbmat.",4.3,832.48
102,Ja.,0.68,839.99
103,Hmm. Person som slår på slagverk.,4.7,843.04
104,Hmm.,1.59,850.85
105,Person som kund så rätt.,3.84,854.27
106,Jaha.,0.68,859.6
107,Någonting som har gjorts som är fantastisk.,4.13,865.27
108,Byggs eller naturen har? Ja ni hör ju vad thai all hmm undrar ju ha det?,10.56,871.36
109,Hmm en hmm musik slinga som vi beskrivit väl snarare.,8.14,885.65
110,De 10 eller nåt in rätt ja.,4.69,895.68
111,En förbindelse mellan 2 höga punkter? Ja.,5.51,902.99
112,Som inte har någon fäste i mitten. Hmm tummen hmm relä hängd röstades? Ja.,11.41,909.4
113,Där vi slutar när vi är ute och färdas.,4.29,925.83
114,Hmm storstan.,1.72,931.91
115,Den plats vi hamnar på när vi stannar vår färd.,5.28,935.14
116,Hmm resmålet rött? Hmm upp den.,4.8,944.89
117,Hmm.,1.09,954.0
118,Så många gånger man måste fylla år för att vara tillåten att göra någonting med jaha.,7.18,956.26
119,Till exempel köpa alkohol eller komma in på puben. Hmm.,7.82,964.82
120,"Hmm, så många år man måste fylla och fylla. Hmm finns ja.",8.47,972.7
121,Dock har vi våra artärer och vener för att transportera syre.,5.14,986.26
122,"Ja flyter omkring i våra kärror till oss. Hmm, för att transportera syre. Hmm.",13.05,992.51
123,"Hmm, en anordning för att tillverka mattor tyger drygt hmm väsby.",9.98,1012.37
124,Det är hela tiden tack för att ni spelade in. Hmm så tack.,7.5,1024.26
125,"Hej hej, match with me go back.",4.62,1035.94
